source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
read project,supply read project,7,7,project | read | read project,project | read | read project | supply | supply read,read project | project | read,3
read project note,project note eliza,7,7,note | project | project note | read | read project,eliza | note | note eliza | project | project note,project note | note | project,3
read project note,supply read project,7,7,note | project | project note | read | read project,project | read | read project | supply | supply read,read project | project | read,3
right national,right national rally,7,7,national | right | right national,national | national rally | rally | right | right national,right national | national | right,3
right party,far right party,7,7,party | right | right party,far | far right | party | right | right party,right party | party | right,3
secure food,ideas secure food,7,7,food | secure | secure food,food | ideas | ideas secure | secure | secure food,secure food | food | secure,3
secure food supply,food supply,7,7,food | food supply | secure | secure food | supply,food | food supply | supply,food supply | food | supply,3
secure food supply,food supply read,7,7,food | food supply | secure | secure food | supply,food | food supply | read | supply | supply read,food supply | food | supply,3
secure food supply,ideas secure food,7,7,food | food supply | secure | secure food | supply,food | ideas | ideas secure | secure | secure food,secure food | food | secure,3
secure food supply,secure food,7,7,food | food supply | secure | secure food | supply,food | secure | secure food,secure food | food | secure,3
sept 11,sept 11 2001,7,7,11 | sept | sept 11,11 | 11 2001 | 2001 | sept | sept 11,sept 11 | 11 | sept,3
series exploring,series exploring bold,7,7,exploring | series | series exploring,bold | exploring | exploring bold | series | series exploring,series exploring | exploring | series,3
supply read project,supply read,7,7,project | read | read project | supply | supply read,read | supply | supply read,supply read | read | supply,3
23 elite,23 elite chinese,6,6,23 | 23 elite | elite,23 | 23 elite | chinese | elite | elite chinese,23 elite | 23 | elite,3
23 elite chinese,elite chinese,6,6,23 | 23 elite | chinese | elite | elite chinese,chinese | elite | elite chinese,elite chinese | chinese | elite,3
23 elite chinese,elite chinese swimmers,6,6,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese swimmers | elite | elite chinese | swimmers,elite chinese | chinese | elite,3
african nation,west african nation,6,6,african | african nation | nation,african | african nation | nation | west | west african,african nation | african | nation,3
alternative germany,alternative germany party,6,6,alternative | alternative germany | germany,alternative | alternative germany | germany | germany party | party,alternative germany | alternative | germany,3
alternative germany,right alternative germany,6,6,alternative | alternative germany | germany,alternative | alternative germany | germany | right | right alternative,alternative germany | alternative | germany,3
alternative germany party,germany party,6,6,alternative | alternative germany | germany | germany party | party,germany | germany party | party,germany party | germany | party,3
asylum seekers,send asylum seekers,6,6,asylum | asylum seekers | seekers,asylum | asylum seekers | seekers | send | send asylum,asylum seekers | asylum | seekers,3
asylum seekers rwanda,send asylum seekers,6,6,asylum | asylum seekers | rwanda | seekers | seekers rwanda,asylum | asylum seekers | seekers | send | send asylum,asylum seekers | asylum | seekers,3
automobile workers,automobile workers union,6,6,automobile | automobile workers | workers,automobile | automobile workers | union | workers | workers union,automobile workers | automobile | workers,3
automobile workers union,workers union,6,6,automobile | automobile workers | union | workers | workers union,union | workers | workers union,workers union | union | workers,3
book review including,book review,6,6,book | book review | including | review | review including,book | book review | review,book review | book | review,3
book review including,review including,6,6,book | book review | including | review | review including,including | review | review including,review including | including | review,3
book review including,review including titles,6,6,book | book review | including | review | review including,including | including titles | review | review including | titles,review including | including | review,3
chinese doping case,chinese doping,6,6,case | chinese | chinese doping | doping | doping case,chinese | chinese doping | doping,chinese doping | chinese | doping,3
chinese doping case,doping case,6,6,case | chinese | chinese doping | doping | doping case,case | doping | doping case,doping case | case | doping,3
congestion pricing plan,congestion pricing,6,6,congestion | congestion pricing | plan | pricing | pricing plan,congestion | congestion pricing | pricing,congestion pricing | congestion | pricing,3
consumer financial protection,consumer financial,6,6,consumer | consumer financial | financial | financial protection | protection,consumer | consumer financial | financial,consumer financial | consumer | financial,3
consumer financial protection,financial protection,6,6,consumer | consumer financial | financial | financial protection | protection,financial | financial protection | protection,financial protection | financial | protection,3
consumer financial protection,financial protection bureau,6,6,consumer | consumer financial | financial | financial protection | protection,bureau | financial | financial protection | protection | protection bureau,financial protection | financial | protection,3
eat burning,part eat burning,6,6,burning | eat | eat burning,burning | eat | eat burning | part | part eat,eat burning | burning | eat,3
eat burning planet,part eat burning,6,6,burning | burning planet | eat | eat burning | planet,burning | eat | eat burning | part | part eat,eat burning | burning | eat,3
elite chinese swimmers,chinese swimmers tested,6,6,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese swimmers | chinese | swimmers,3
financial protection bureau,financial protection,6,6,bureau | financial | financial protection | protection | protection bureau,financial | financial protection | protection,financial protection | financial | protection,3
including titles,review including titles,6,6,including | including titles | titles,including | including titles | review | review including | titles,including titles | including | titles,3
japan nippon steel,japan nippon,6,6,japan | japan nippon | nippon | nippon steel | steel,japan | japan nippon | nippon,japan nippon | japan | nippon,3
japan nippon steel,nippon steel,6,6,japan | japan nippon | nippon | nippon steel | steel,nippon | nippon steel | steel,nippon steel | nippon | steel,3
khalid shaikh mohammed,khalid shaikh,6,6,khalid | khalid shaikh | mohammed | shaikh | shaikh mohammed,khalid | khalid shaikh | shaikh,khalid shaikh | khalid | shaikh,3
part eat burning,part eat,6,6,burning | eat | eat burning | part | part eat,eat | part | part eat,part eat | eat | part,3
pricing plan,congestion pricing plan,6,6,plan | pricing | pricing plan,congestion | congestion pricing | plan | pricing | pricing plan,pricing plan | plan | pricing,3
protection bureau,financial protection bureau,6,6,bureau | protection | protection bureau,bureau | financial | financial protection | protection | protection bureau,protection bureau | bureau | protection,3
review including,review including titles,6,6,including | review | review including,including | including titles | review | review including | titles,review including | including | review,3
right alternative,right alternative germany,6,6,alternative | right | right alternative,alternative | alternative germany | germany | right | right alternative,right alternative | alternative | right,3
shaikh mohammed,khalid shaikh mohammed,6,6,mohammed | shaikh | shaikh mohammed,khalid | khalid shaikh | mohammed | shaikh | shaikh mohammed,shaikh mohammed | mohammed | shaikh,3
united automobile workers,automobile workers union,6,6,automobile | automobile workers | united | united automobile | workers,automobile | automobile workers | union | workers | workers union,automobile workers | automobile | workers,3
weight loss,weight loss drugs,6,6,loss | weight | weight loss,drugs | loss | loss drugs | weight | weight loss,weight loss | loss | weight,3
weight loss drugs,loss drugs,6,6,drugs | loss | loss drugs | weight | weight loss,drugs | loss | loss drugs,loss drugs | drugs | loss,3
west african,west african nation,6,6,african | west | west african,african | african nation | nation | west | west african,west african | african | west,3
african national,african national congress,5,5,african | african national | national,african | african national | congress | national | national congress,african national | african | national,3
assange wikileaks,assange wikileaks founder,5,5,assange | assange wikileaks | wikileaks,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange wikileaks | assange | wikileaks,3
assange wikileaks,julian assange wikileaks,5,5,assange | assange wikileaks | wikileaks,assange | assange wikileaks | julian | julian assange | wikileaks,assange wikileaks | assange | wikileaks,3
assange wikileaks founder,julian assange wikileaks,5,5,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange | assange wikileaks | julian | julian assange | wikileaks,assange wikileaks | assange | wikileaks,3
cease fire deal,cease fire gaza,5,5,cease | cease fire | deal | fire | fire deal,cease | cease fire | fire | fire gaza | gaza,cease fire | cease | fire,3
chief executive,unitedhealthcare chief executive,5,5,chief | chief executive | executive,chief | chief executive | executive | unitedhealthcare | unitedhealthcare chief,chief executive | chief | executive,3
chinese communist party,chinese communist,5,5,chinese | chinese communist | communist | communist party | party,chinese | chinese communist | communist,chinese communist | chinese | communist,3
communist party,chinese communist party,5,5,communist | communist party | party,chinese | chinese communist | communist | communist party | party,communist party | communist | party,3
hong kong,hong kong intelligence,5,5,hong | hong kong | kong,hong | hong kong | intelligence | kong | kong intelligence,hong kong | hong | kong,3
india prime minister,india prime,5,5,india | india prime | minister | prime | prime minister,india | india prime | prime,india prime | india | prime,3
intelligence service,kong intelligence service,5,5,intelligence | intelligence service | service,intelligence | intelligence service | kong | kong intelligence | service,intelligence service | intelligence | service,3
julian assange,julian assange wikileaks,5,5,assange | julian | julian assange,assange | assange wikileaks | julian | julian assange | wikileaks,julian assange | assange | julian,3
kong intelligence,hong kong intelligence,5,5,intelligence | kong | kong intelligence,hong | hong kong | intelligence | kong | kong intelligence,kong intelligence | intelligence | kong,3
kong intelligence,kong intelligence service,5,5,intelligence | kong | kong intelligence,intelligence | intelligence service | kong | kong intelligence | service,kong intelligence | intelligence | kong,3
kong intelligence service,hong kong intelligence,5,5,intelligence | intelligence service | kong | kong intelligence | service,hong | hong kong | intelligence | kong | kong intelligence,kong intelligence | intelligence | kong,3
metropolitan transportation,metropolitan transportation authority,5,5,metropolitan | metropolitan transportation | transportation,authority | metropolitan | metropolitan transportation | transportation | transportation authority,metropolitan transportation | metropolitan | transportation,3
metropolitan transportation authority,transportation authority,5,5,authority | metropolitan | metropolitan transportation | transportation | transportation authority,authority | transportation | transportation authority,transportation authority | authority | transportation,3
minister rishi,minister rishi sunak,5,5,minister | minister rishi | rishi,minister | minister rishi | rishi | rishi sunak | sunak,minister rishi | minister | rishi,3
minister rishi,prime minister rishi,5,5,minister | minister rishi | rishi,minister | minister rishi | prime | prime minister | rishi,minister rishi | minister | rishi,3
modi india,narendra modi india,5,5,india | modi | modi india,india | modi | modi india | narendra | narendra modi,modi india | india | modi,3
narendra modi,narendra modi india,5,5,modi | narendra | narendra modi,india | modi | modi india | narendra | narendra modi,narendra modi | modi | narendra,3
national congress,african national congress,5,5,congress | national | national congress,african | african national | congress | national | national congress,national congress | congress | national,3
pharmacy benefit,pharmacy benefit managers,5,5,benefit | pharmacy | pharmacy benefit,benefit | benefit managers | managers | pharmacy | pharmacy benefit,pharmacy benefit | benefit | pharmacy,3
pharmacy benefit managers,benefit managers,5,5,benefit | benefit managers | managers | pharmacy | pharmacy benefit,benefit | benefit managers | managers,benefit managers | benefit | managers,3
port au,port au prince,5,5,au | port | port au,au | au prince | port | port au | prince,port au | au | port,3
port au prince,au prince,5,5,au | au prince | port | port au | prince,au | au prince | prince,au prince | au | prince,3
presidential election,venezuela presidential election,5,5,election | presidential | presidential election,election | presidential | presidential election | venezuela | venezuela presidential,presidential election | election | presidential,3
prime minister,india prime minister,5,5,minister | prime | prime minister,india | india prime | minister | prime | prime minister,prime minister | minister | prime,3
prime minister,prime minister rishi,5,5,minister | prime | prime minister,minister | minister rishi | prime | prime minister | rishi,prime minister | minister | prime,3
prime minister rishi,minister rishi sunak,5,5,minister | minister rishi | prime | prime minister | rishi,minister | minister rishi | rishi | rishi sunak | sunak,minister rishi | minister | rishi,3
rishi sunak,minister rishi sunak,5,5,rishi | rishi sunak | sunak,minister | minister rishi | rishi | rishi sunak | sunak,rishi sunak | rishi | sunak,3
storm debby,tropical storm debby,5,5,debby | storm | storm debby,debby | storm | storm debby | tropical | tropical storm,storm debby | debby | storm,3
tropical storm,tropical storm debby,5,5,storm | tropical | tropical storm,debby | storm | storm debby | tropical | tropical storm,tropical storm | storm | tropical,3
trudeau trudeau canada,trudeau canada,5,5,canada | trudeau | trudeau canada | trudeau trudeau,canada | trudeau | trudeau canada,trudeau canada | canada | trudeau,3
tulsa race massacre,race massacre,5,5,massacre | race | race massacre | tulsa | tulsa race,massacre | race | race massacre,race massacre | massacre | race,3
tulsa race massacre,tulsa race,5,5,massacre | race | race massacre | tulsa | tulsa race,race | tulsa | tulsa race,tulsa race | race | tulsa,3
unitedhealthcare chief executive,unitedhealthcare chief,5,5,chief | chief executive | executive | unitedhealthcare | unitedhealthcare chief,chief | unitedhealthcare | unitedhealthcare chief,unitedhealthcare chief | chief | unitedhealthcare,3
venezuela presidential election,venezuela presidential,5,5,election | presidential | presidential election | venezuela | venezuela presidential,presidential | venezuela | venezuela presidential,venezuela presidential | presidential | venezuela,3
wikileaks founder,assange wikileaks founder,5,5,founder | wikileaks | wikileaks founder,assange | assange wikileaks | founder | wikileaks | wikileaks founder,wikileaks founder | founder | wikileaks,3
action lawsuit,class action lawsuit,4,4,action | action lawsuit | lawsuit,action | action lawsuit | class | class action | lawsuit,action lawsuit | action | lawsuit,3
alternative germany party,right alternative germany,4,4,alternative | alternative germany | germany | germany party | party,alternative | alternative germany | germany | right | right alternative,alternative germany | alternative | germany,3
archegos capital,archegos capital management,4,4,archegos | archegos capital | capital,archegos | archegos capital | capital | capital management | management,archegos capital | archegos | capital,3
archegos capital management,capital management,4,4,archegos | archegos capital | capital | capital management | management,capital | capital management | management,capital management | capital | management,3
class action,class action lawsuit,4,4,action | class | class action,action | action lawsuit | class | class action | lawsuit,class action | action | class,3
defense secretary lloyd,defense secretary,4,4,defense | defense secretary | lloyd | secretary | secretary lloyd,defense | defense secretary | secretary,defense secretary | defense | secretary,3
gov kathy hochul,kathy hochul new,4,4,gov | gov kathy | hochul | kathy | kathy hochul,hochul | hochul new | kathy | kathy hochul | new,kathy hochul | hochul | kathy,3
hochul new,hochul new york,4,4,hochul | hochul new | new,hochul | hochul new | new | new york | york,hochul new | hochul | new,3
hochul new,kathy hochul new,4,4,hochul | hochul new | new,hochul | hochul new | kathy | kathy hochul | new,hochul new | hochul | new,3
hochul new york,kathy hochul new,4,4,hochul | hochul new | new | new york | york,hochul | hochul new | kathy | kathy hochul | new,hochul new | hochul | new,3
holiday shopping,holiday shopping season,4,4,holiday | holiday shopping | shopping,holiday | holiday shopping | season | shopping | shopping season,holiday shopping | holiday | shopping,3
kathy hochul,kathy hochul new,4,4,hochul | kathy | kathy hochul,hochul | hochul new | kathy | kathy hochul | new,kathy hochul | hochul | kathy,3
league baseball,major league baseball,4,4,baseball | league | league baseball,baseball | league | league baseball | major | major league,league baseball | baseball | league,3
major league baseball,major league,4,4,baseball | league | league baseball | major | major league,league | major | major league,major league | league | major,3
minister narendra modi,narendra modi india,4,4,minister | minister narendra | modi | narendra | narendra modi,india | modi | modi india | narendra | narendra modi,narendra modi | modi | narendra,3
new federal,new federal rule,4,4,federal | new | new federal,federal | federal rule | new | new federal | rule,new federal | federal | new,3
new federal rule,federal rule,4,4,federal | federal rule | new | new federal | rule,federal | federal rule | rule,federal rule | federal | rule,3
new york,hochul new york,4,4,new | new york | york,hochul | hochul new | new | new york | york,new york | new | york,3
new york times,new york,4,4,new | new york | times | york | york times,new | new york | york,new york | new | york,3
new york times,york times,4,4,new | new york | times | york | york times,times | york | york times,york times | times | york,3
president william ruto,president william,4,4,president | president william | ruto | william | william ruto,president | president william | william,president william | president | william,3
president william ruto,william ruto,4,4,president | president william | ruto | william | william ruto,ruto | william | william ruto,william ruto | ruto | william,3
prime minister narendra,india prime minister,4,4,minister | minister narendra | narendra | prime | prime minister,india | india prime | minister | prime | prime minister,prime minister | minister | prime,3
secretary lloyd,defense secretary lloyd,4,4,lloyd | secretary | secretary lloyd,defense | defense secretary | lloyd | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
secretary lloyd,secretary lloyd austin,4,4,lloyd | secretary | secretary lloyd,austin | lloyd | lloyd austin | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
secretary lloyd austin,defense secretary lloyd,4,4,austin | lloyd | lloyd austin | secretary | secretary lloyd,defense | defense secretary | lloyd | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
secretary lloyd austin,lloyd austin,4,4,austin | lloyd | lloyd austin | secretary | secretary lloyd,austin | lloyd | lloyd austin,lloyd austin | austin | lloyd,3
shopping season,holiday shopping season,4,4,season | shopping | shopping season,holiday | holiday shopping | season | shopping | shopping season,shopping season | season | shopping,3
street banks,wall street banks,4,4,banks | street | street banks,banks | street | street banks | wall | wall street,street banks | banks | street,3
wall street,wall street banks,4,4,street | wall | wall street,banks | street | street banks | wall | wall street,wall street | street | wall,3
23 chinese,23 chinese swimmers,3,3,23 | 23 chinese | chinese,23 | 23 chinese | chinese | chinese swimmers | swimmers,23 chinese | 23 | chinese,3
bill hwang,founder bill hwang,3,3,bill | bill hwang | hwang,bill | bill hwang | founder | founder bill | hwang,bill hwang | bill | hwang,3
card late,credit card late,3,3,card | card late | late,card | card late | credit | credit card | late,card late | card | late,3
chinese swimmers,23 chinese swimmers,3,3,chinese | chinese swimmers | swimmers,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese swimmers | chinese | swimmers,3
chinese swimmers tested,23 chinese swimmers,3,3,chinese | chinese swimmers | swimmers | swimmers tested | tested,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese swimmers | chinese | swimmers,3
credit card,credit card late,3,3,card | credit | credit card,card | card late | credit | credit card | late,credit card | card | credit,3
data analytics firm,analytics firm,3,3,analytics | analytics firm | data | data analytics | firm,analytics | analytics firm | firm,analytics firm | analytics | firm,3
data analytics firm,data analytics,3,3,analytics | analytics firm | data | data analytics | firm,analytics | data | data analytics,data analytics | analytics | data,3
drove vehicle,drove vehicle crowd,3,3,drove | drove vehicle | vehicle,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove vehicle | drove | vehicle,3
entertainment concert,nation entertainment concert,3,3,concert | entertainment | entertainment concert,concert | entertainment | entertainment concert | nation | nation entertainment,entertainment concert | concert | entertainment,3
live nation entertainment,live nation,3,3,entertainment | live | live nation | nation | nation entertainment,live | live nation | nation,live nation | live | nation,3
losses wall,losses wall street,3,3,losses | losses wall | wall,losses | losses wall | street | wall | wall street,losses wall | losses | wall,3
man drove vehicle,drove vehicle,3,3,drove | drove vehicle | man | man drove | vehicle,drove | drove vehicle | vehicle,drove vehicle | drove | vehicle,3
man drove vehicle,drove vehicle crowd,3,3,drove | drove vehicle | man | man drove | vehicle,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove vehicle | drove | vehicle,3
man drove vehicle,man drove,3,3,drove | drove vehicle | man | man drove | vehicle,drove | man | man drove,man drove | drove | man,3
nation entertainment,live nation entertainment,3,3,entertainment | nation | nation entertainment,entertainment | live | live nation | nation | nation entertainment,nation entertainment | entertainment | nation,3
nation entertainment,nation entertainment concert,3,3,entertainment | nation | nation entertainment,concert | entertainment | entertainment concert | nation | nation entertainment,nation entertainment | entertainment | nation,3
nation entertainment concert,live nation entertainment,3,3,concert | entertainment | entertainment concert | nation | nation entertainment,entertainment | live | live nation | nation | nation entertainment,nation entertainment | entertainment | nation,3
olympics opening,olympics opening ceremony,3,3,olympics | olympics opening | opening,ceremony | olympics | olympics opening | opening | opening ceremony,olympics opening | olympics | opening,3
opening ceremony,olympics opening ceremony,3,3,ceremony | opening | opening ceremony,ceremony | olympics | olympics opening | opening | opening ceremony,opening ceremony | ceremony | opening,3
positive tests,positive tests banned,3,3,positive | positive tests | tests,banned | positive | positive tests | tests | tests banned,positive tests | positive | tests,3
tests banned,positive tests banned,3,3,banned | tests | tests banned,banned | positive | positive tests | tests | tests banned,tests banned | banned | tests,3
vehicle crowd,drove vehicle crowd,3,3,crowd | vehicle | vehicle crowd,crowd | drove | drove vehicle | vehicle | vehicle crowd,vehicle crowd | crowd | vehicle,3
wall street,losses wall street,3,3,street | wall | wall street,losses | losses wall | street | wall | wall street,wall street | street | wall,3
wall street banks,losses wall street,3,3,banks | street | street banks | wall | wall street,losses | losses wall | street | wall | wall street,wall street | street | wall,3
10 billion,10 billion year,2,2,10 | 10 billion | billion,10 | 10 billion | billion | billion year | year,10 billion | 10 | billion,3
10 billion,households 10 billion,2,2,10 | 10 billion | billion,10 | 10 billion | billion | households | households 10,10 billion | 10 | billion,3
10 billion,roughly 10 billion,2,2,10 | 10 billion | billion,10 | 10 billion | billion | roughly | roughly 10,10 billion | 10 | billion,3
10 billion losses,10 billion,2,2,10 | 10 billion | billion | billion losses | losses,10 | 10 billion | billion,10 billion | 10 | billion,3
10 billion losses,billion losses,2,2,10 | 10 billion | billion | billion losses | losses,billion | billion losses | losses,billion losses | billion | losses,3
10 billion losses,roughly 10 billion,2,2,10 | 10 billion | billion | billion losses | losses,10 | 10 billion | billion | roughly | roughly 10,10 billion | 10 | billion,3
10 billion year,billion year,2,2,10 | 10 billion | billion | billion year | year,billion | billion year | year,billion year | billion | year,3
10 billion year,households 10 billion,2,2,10 | 10 billion | billion | billion year | year,10 | 10 billion | billion | households | households 10,10 billion | 10 | billion,3
archegos capital,collapse archegos capital,2,2,archegos | archegos capital | capital,archegos | archegos capital | capital | collapse | collapse archegos,archegos capital | archegos | capital,3
archegos capital management,collapse archegos capital,2,2,archegos | archegos capital | capital | capital management | management,archegos | archegos capital | capital | collapse | collapse archegos,archegos capital | archegos | capital,3
banned substance,powerful banned substance,2,2,banned | banned substance | substance,banned | banned substance | powerful | powerful banned | substance,banned substance | banned | substance,3
black men,older black men,2,2,black | black men | men,black | black men | men | older | older black,black men | black | men,3
collapse archegos,collapse archegos capital,2,2,archegos | collapse | collapse archegos,archegos | archegos capital | capital | collapse | collapse archegos,collapse archegos | archegos | collapse,3
could save merchants,could save,2,2,could | could save | merchants | save | save merchants,could | could save | save,could save | could | save,3
could save merchants,save merchants,2,2,could | could save | merchants | save | save merchants,merchants | save | save merchants,save merchants | merchants | save,3
drug administration,food drug administration,2,2,administration | drug | drug administration,administration | drug | drug administration | food | food drug,drug administration | administration | drug,3
employers government,people employers government,2,2,employers | employers government | government,employers | employers government | government | people | people employers,employers government | employers | government,3
far right national,far right party,2,2,far | far right | national | right | right national,far | far right | party | right | right party,far right | far | right,3
federal reserve officials,chair federal reserve,2,2,federal | federal reserve | officials | reserve | reserve officials,chair | chair federal | federal | federal reserve | reserve,federal reserve | federal | reserve,3
food drug,food drug administration,2,2,drug | food | food drug,administration | drug | drug administration | food | food drug,food drug | drug | food,3
households 10 billion,households 10,2,2,10 | 10 billion | billion | households | households 10,10 | households | households 10,households 10 | 10 | households,3
managers driving,managers driving drug,2,2,driving | managers | managers driving,driving | driving drug | drug | managers | managers driving,managers driving | driving | managers,3
millions people,costs millions people,2,2,millions | millions people | people,costs | costs millions | millions | millions people | people,millions people | millions | people,3
millions people,millions people employers,2,2,millions | millions people | people,employers | millions | millions people | people | people employers,millions people | millions | people,3
millions people employers,costs millions people,2,2,employers | millions | millions people | people | people employers,costs | costs millions | millions | millions people | people,millions people | millions | people,3
millions people employers,people employers government,2,2,employers | millions | millions people | people | people employers,employers | employers government | government | people | people employers,people employers | employers | people,3
older black men,older black,2,2,black | black men | men | older | older black,black | older | older black,older black | black | older,3
positive powerful,positive powerful banned,2,2,positive | positive powerful | powerful,banned | positive | positive powerful | powerful | powerful banned,positive powerful | positive | powerful,3
positive powerful,tested positive powerful,2,2,positive | positive powerful | powerful,positive | positive powerful | powerful | tested | tested positive,positive powerful | positive | powerful,3
powerful banned,positive powerful banned,2,2,banned | powerful | powerful banned,banned | positive | positive powerful | powerful | powerful banned,powerful banned | banned | powerful,3
powerful banned substance,positive powerful banned,2,2,banned | banned substance | powerful | powerful banned | substance,banned | positive | positive powerful | powerful | powerful banned,powerful banned | banned | powerful,3
powerful banned substance,powerful banned,2,2,banned | banned substance | powerful | powerful banned | substance,banned | powerful | powerful banned,powerful banned | banned | powerful,3
roughly 10 billion,roughly 10,2,2,10 | 10 billion | billion | roughly | roughly 10,10 | roughly | roughly 10,roughly 10 | 10 | roughly,3
rule would,rule would cap,2,2,rule | rule would | would,cap | rule | rule would | would | would cap,rule would | rule | would,3
rule would cap,would cap,2,2,cap | rule | rule would | would | would cap,cap | would | would cap,would cap | cap | would,3
swimmers tested positive,tested positive powerful,2,2,positive | swimmers | swimmers tested | tested | tested positive,positive | positive powerful | powerful | tested | tested positive,tested positive | positive | tested,3
tested positive,tested positive powerful,2,2,positive | tested | tested positive,positive | positive powerful | powerful | tested | tested positive,tested positive | positive | tested,3
tested positive powerful,positive powerful banned,2,2,positive | positive powerful | powerful | tested | tested positive,banned | positive | positive powerful | powerful | powerful banned,positive powerful | positive | powerful,3
credit cards,using credit cards,1,1,cards | credit | credit cards,cards | credit | credit cards | using | using credit,credit cards | cards | credit,3
cut interest rates,cutting interest rates,1,1,cut | cut interest | interest | interest rates | rates,cutting | cutting interest | interest | interest rates | rates,interest rates | interest | rates,3
cut interest rates,lower interest rates,1,1,cut | cut interest | interest | interest rates | rates,interest | interest rates | lower | lower interest | rates,interest rates | interest | rates,3
lower interest rates,cutting interest rates,1,1,interest | interest rates | lower | lower interest | rates,cutting | cutting interest | interest | interest rates | rates,interest rates | interest | rates,3
new york city,hochul new york,1,1,city | new | new york | york | york city,hochul | hochul new | new | new york | york,new york | new | york,3
new york city,new york times,1,1,city | new | new york | york | york city,new | new york | times | york | york times,new york | new | york,3
tested positive banned,tested positive powerful,1,1,banned | positive | positive banned | tested | tested positive,positive | positive powerful | powerful | tested | tested positive,tested positive | positive | tested,3
using credit cards,using credit,1,1,cards | credit | credit cards | using | using credit,credit | using | using credit,using credit | credit | using,3
west african nation,west african country,1,1,african | african nation | nation | west | west african,african | african country | country | west | west african,west african | african | west,3
netanyahu netanyahu,benjamin netanyahu netanyahu,165,165,netanyahu | netanyahu netanyahu,benjamin | benjamin netanyahu | netanyahu | netanyahu netanyahu,netanyahu netanyahu | netanyahu,2
donald trump trump,trump trump,155,155,donald | donald trump | trump | trump trump,trump | trump trump,trump trump | trump,2
harris harris,kamala harris harris,141,141,harris | harris harris,harris | harris harris | kamala | kamala harris,harris harris | harris,2
netanyahu netanyahu israel,benjamin netanyahu netanyahu,85,85,israel | netanyahu | netanyahu israel | netanyahu netanyahu,benjamin | benjamin netanyahu | netanyahu | netanyahu netanyahu,netanyahu netanyahu | netanyahu,2
netanyahu netanyahu israel,netanyahu netanyahu,85,85,israel | netanyahu | netanyahu israel | netanyahu netanyahu,netanyahu | netanyahu netanyahu,netanyahu netanyahu | netanyahu,2
adams adams,eric adams adams,32,32,adams | adams adams,adams | adams adams | eric | eric adams,adams adams | adams,2
donald trump trump,trump trump,26,26,donald | donald trump | trump | trump trump,trump | trump trump,trump trump | trump,2
antony blinken blinken,blinken blinken,21,21,antony | antony blinken | blinken | blinken blinken,blinken | blinken blinken,blinken blinken | blinken,2
wall wall,wall wall street,21,21,wall | wall wall,street | wall | wall street | wall wall,wall wall | wall,2
war gaza,gaza war,13,13,gaza | war | war gaza,gaza | gaza war | war,gaza | war,2
kamala harris harris,harris harris,12,12,harris | harris harris | kamala | kamala harris,harris | harris harris,harris harris | harris,2
donald trump trump,trump trump,11,11,donald | donald trump | trump | trump trump,trump | trump trump,trump trump | trump,2
trudeau trudeau,justin trudeau trudeau,11,11,trudeau | trudeau trudeau,justin | justin trudeau | trudeau | trudeau trudeau,trudeau trudeau | trudeau,2
cease fire gaza,gaza cease,10,10,cease | cease fire | fire | fire gaza | gaza,cease | gaza | gaza cease,cease | gaza,2
fire gaza,gaza cease fire,10,10,fire | fire gaza | gaza,cease | cease fire | fire | gaza | gaza cease,fire | gaza,2
might mean year,moments year might,9,9,mean | mean year | might | might mean | year,might | moments | moments year | year | year might,might | year,2
might mean year,year might,9,9,mean | mean year | might | might mean | year,might | year | year might,might | year,2
series called turning,turning points series,9,9,called | called turning | series | series called | turning,points | points series | series | turning | turning points,series | turning,2
year might mean,mean year,9,9,mean | might | might mean | year | year might,mean | mean year | year,mean | year,2
year might mean,mean year ahead,9,9,mean | might | might mean | year | year might,ahead | mean | mean year | year | year ahead,mean | year,2
justin trudeau trudeau,trudeau trudeau canada,5,5,justin | justin trudeau | trudeau | trudeau trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau trudeau | trudeau,2
trudeau trudeau,trudeau trudeau canada,5,5,trudeau | trudeau trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau trudeau | trudeau,2
cut rates,cut interest rates,3,3,cut | cut rates | rates,cut | cut interest | interest | interest rates | rates,cut | rates,2
new federal rule,new rule,2,2,federal | federal rule | new | new federal | rule,new | new rule | rule,new | rule,2
23 swimmers,23 chinese swimmers,1,1,23 | 23 swimmers | swimmers,23 | 23 chinese | chinese | chinese swimmers | swimmers,23 | swimmers,2
positive banned,positive powerful banned,1,1,banned | positive | positive banned,banned | positive | positive powerful | powerful | powerful banned,banned | positive,2
