source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
chinese doping,chinese doping case,6,0,chinese | chinese doping | doping,case | chinese | chinese doping | doping | doping case,chinese doping | chinese | doping,3
chinese doping case,doping case,6,0,case | chinese | chinese doping | doping | doping case,case | doping | doping case,doping case | case | doping,3
chinese swimmers tested,elite chinese swimmers,6,0,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese swimmers | chinese | swimmers,3
congestion pricing,congestion pricing plan,6,0,congestion | congestion pricing | pricing,congestion | congestion pricing | plan | pricing | pricing plan,congestion pricing | congestion | pricing,3
congestion pricing plan,pricing plan,6,0,congestion | congestion pricing | plan | pricing | pricing plan,plan | pricing | pricing plan,pricing plan | plan | pricing,3
consumer financial,consumer financial protection,6,0,consumer | consumer financial | financial,consumer | consumer financial | financial | financial protection | protection,consumer financial | consumer | financial,3
consumer financial protection,financial protection,6,0,consumer | consumer financial | financial | financial protection | protection,financial | financial protection | protection,financial protection | financial | protection,3
consumer financial protection,financial protection bureau,6,0,consumer | consumer financial | financial | financial protection | protection,bureau | financial | financial protection | protection | protection bureau,financial protection | financial | protection,3
eat burning,part eat burning,6,0,burning | eat | eat burning,burning | eat | eat burning | part | part eat,eat burning | burning | eat,3
eat burning planet,part eat burning,6,0,burning | burning planet | eat | eat burning | planet,burning | eat | eat burning | part | part eat,eat burning | burning | eat,3
financial protection,financial protection bureau,6,0,financial | financial protection | protection,bureau | financial | financial protection | protection | protection bureau,financial protection | financial | protection,3
financial protection bureau,protection bureau,6,0,bureau | financial | financial protection | protection | protection bureau,bureau | protection | protection bureau,protection bureau | bureau | protection,3
including titles,review including titles,6,0,including | including titles | titles,including | including titles | review | review including | titles,including titles | including | titles,3
japan nippon,japan nippon steel,6,0,japan | japan nippon | nippon,japan | japan nippon | nippon | nippon steel | steel,japan nippon | japan | nippon,3
japan nippon steel,nippon steel,6,0,japan | japan nippon | nippon | nippon steel | steel,nippon | nippon steel | steel,nippon steel | nippon | steel,3
khalid shaikh,khalid shaikh mohammed,6,0,khalid | khalid shaikh | shaikh,khalid | khalid shaikh | mohammed | shaikh | shaikh mohammed,khalid shaikh | khalid | shaikh,3
khalid shaikh mohammed,shaikh mohammed,6,0,khalid | khalid shaikh | mohammed | shaikh | shaikh mohammed,mohammed | shaikh | shaikh mohammed,shaikh mohammed | mohammed | shaikh,3
loss drugs,weight loss drugs,6,0,drugs | loss | loss drugs,drugs | loss | loss drugs | weight | weight loss,loss drugs | drugs | loss,3
part eat,part eat burning,6,0,eat | part | part eat,burning | eat | eat burning | part | part eat,part eat | eat | part,3
review including,review including titles,6,0,including | review | review including,including | including titles | review | review including | titles,review including | including | review,3
right alternative,right alternative germany,6,0,alternative | right | right alternative,alternative | alternative germany | germany | right | right alternative,right alternative | alternative | right,3
weight loss,weight loss drugs,6,0,loss | weight | weight loss,drugs | loss | loss drugs | weight | weight loss,weight loss | loss | weight,3
west african,west african nation,6,0,african | west | west african,african | african nation | nation | west | west african,west african | african | west,3
african national,african national congress,5,0,african | african national | national,african | african national | congress | national | national congress,african national | african | national,3
african national congress,national congress,5,0,african | african national | congress | national | national congress,congress | national | national congress,national congress | congress | national,3
assange wikileaks,assange wikileaks founder,5,0,assange | assange wikileaks | wikileaks,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange wikileaks | assange | wikileaks,3
assange wikileaks,julian assange wikileaks,5,0,assange | assange wikileaks | wikileaks,assange | assange wikileaks | julian | julian assange | wikileaks,assange wikileaks | assange | wikileaks,3
assange wikileaks founder,julian assange wikileaks,5,0,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange | assange wikileaks | julian | julian assange | wikileaks,assange wikileaks | assange | wikileaks,3
assange wikileaks founder,wikileaks founder,5,0,assange | assange wikileaks | founder | wikileaks | wikileaks founder,founder | wikileaks | wikileaks founder,wikileaks founder | founder | wikileaks,3
au prince,port au prince,5,0,au | au prince | prince,au | au prince | port | port au | prince,au prince | au | prince,3
benefit managers,pharmacy benefit managers,5,0,benefit | benefit managers | managers,benefit | benefit managers | managers | pharmacy | pharmacy benefit,benefit managers | benefit | managers,3
chief executive,unitedhealthcare chief executive,5,0,chief | chief executive | executive,chief | chief executive | executive | unitedhealthcare | unitedhealthcare chief,chief executive | chief | executive,3
chinese communist,chinese communist party,5,0,chinese | chinese communist | communist,chinese | chinese communist | communist | communist party | party,chinese communist | chinese | communist,3
chinese communist party,communist party,5,0,chinese | chinese communist | communist | communist party | party,communist | communist party | party,communist party | communist | party,3
hochul new york,new york,5,0,hochul | hochul new | new | new york | york,new | new york | york,new york | new | york,3
hong kong,hong kong intelligence,5,0,hong | hong kong | kong,hong | hong kong | intelligence | kong | kong intelligence,hong kong | hong | kong,3
hong kong intelligence,kong intelligence,5,0,hong | hong kong | intelligence | kong | kong intelligence,intelligence | kong | kong intelligence,kong intelligence | intelligence | kong,3
hong kong intelligence,kong intelligence service,5,0,hong | hong kong | intelligence | kong | kong intelligence,intelligence | intelligence service | kong | kong intelligence | service,kong intelligence | intelligence | kong,3
india prime,india prime minister,5,0,india | india prime | prime,india | india prime | minister | prime | prime minister,india prime | india | prime,3
india prime minister,prime minister,5,0,india | india prime | minister | prime | prime minister,minister | prime | prime minister,prime minister | minister | prime,3
intelligence service,kong intelligence service,5,0,intelligence | intelligence service | service,intelligence | intelligence service | kong | kong intelligence | service,intelligence service | intelligence | service,3
julian assange,julian assange wikileaks,5,0,assange | julian | julian assange,assange | assange wikileaks | julian | julian assange | wikileaks,julian assange | assange | julian,3
kong intelligence,kong intelligence service,5,0,intelligence | kong | kong intelligence,intelligence | intelligence service | kong | kong intelligence | service,kong intelligence | intelligence | kong,3
metropolitan transportation,metropolitan transportation authority,5,0,metropolitan | metropolitan transportation | transportation,authority | metropolitan | metropolitan transportation | transportation | transportation authority,metropolitan transportation | metropolitan | transportation,3
metropolitan transportation authority,transportation authority,5,0,authority | metropolitan | metropolitan transportation | transportation | transportation authority,authority | transportation | transportation authority,transportation authority | authority | transportation,3
minister rishi,minister rishi sunak,5,0,minister | minister rishi | rishi,minister | minister rishi | rishi | rishi sunak | sunak,minister rishi | minister | rishi,3
minister rishi,prime minister rishi,5,0,minister | minister rishi | rishi,minister | minister rishi | prime | prime minister | rishi,minister rishi | minister | rishi,3
minister rishi sunak,prime minister rishi,5,0,minister | minister rishi | rishi | rishi sunak | sunak,minister | minister rishi | prime | prime minister | rishi,minister rishi | minister | rishi,3
minister rishi sunak,rishi sunak,5,0,minister | minister rishi | rishi | rishi sunak | sunak,rishi | rishi sunak | sunak,rishi sunak | rishi | sunak,3
modi india,narendra modi india,5,0,india | modi | modi india,india | modi | modi india | narendra | narendra modi,modi india | india | modi,3
pharmacy benefit,pharmacy benefit managers,5,0,benefit | pharmacy | pharmacy benefit,benefit | benefit managers | managers | pharmacy | pharmacy benefit,pharmacy benefit | benefit | pharmacy,3
port au,port au prince,5,0,au | port | port au,au | au prince | port | port au | prince,port au | au | port,3
presidential election,venezuela presidential election,5,0,election | presidential | presidential election,election | presidential | presidential election | venezuela | venezuela presidential,presidential election | election | presidential,3
prime minister,prime minister rishi,5,0,minister | prime | prime minister,minister | minister rishi | prime | prime minister | rishi,prime minister | minister | prime,3
race massacre,tulsa race massacre,5,0,massacre | race | race massacre,massacre | race | race massacre | tulsa | tulsa race,race massacre | massacre | race,3
storm debby,tropical storm debby,5,0,debby | storm | storm debby,debby | storm | storm debby | tropical | tropical storm,storm debby | debby | storm,3
tropical storm,tropical storm debby,5,0,storm | tropical | tropical storm,debby | storm | storm debby | tropical | tropical storm,tropical storm | storm | tropical,3
trudeau canada,trudeau trudeau canada,5,0,canada | trudeau | trudeau canada,canada | trudeau | trudeau canada | trudeau trudeau,trudeau canada | canada | trudeau,3
tulsa race,tulsa race massacre,5,0,race | tulsa | tulsa race,massacre | race | race massacre | tulsa | tulsa race,tulsa race | race | tulsa,3
unitedhealthcare chief,unitedhealthcare chief executive,5,0,chief | unitedhealthcare | unitedhealthcare chief,chief | chief executive | executive | unitedhealthcare | unitedhealthcare chief,unitedhealthcare chief | chief | unitedhealthcare,3
venezuela presidential,venezuela presidential election,5,0,presidential | venezuela | venezuela presidential,election | presidential | presidential election | venezuela | venezuela presidential,venezuela presidential | presidential | venezuela,3
action lawsuit,class action lawsuit,4,0,action | action lawsuit | lawsuit,action | action lawsuit | class | class action | lawsuit,action lawsuit | action | lawsuit,3
alternative germany party,right alternative germany,4,0,alternative | alternative germany | germany | germany party | party,alternative | alternative germany | germany | right | right alternative,alternative germany | alternative | germany,3
archegos capital,archegos capital management,4,0,archegos | archegos capital | capital,archegos | archegos capital | capital | capital management | management,archegos capital | archegos | capital,3
archegos capital management,capital management,4,0,archegos | archegos capital | capital | capital management | management,capital | capital management | management,capital management | capital | management,3
class action,class action lawsuit,4,0,action | class | class action,action | action lawsuit | class | class action | lawsuit,class action | action | class,3
defense secretary,defense secretary lloyd,4,0,defense | defense secretary | secretary,defense | defense secretary | lloyd | secretary | secretary lloyd,defense secretary | defense | secretary,3
defense secretary lloyd,secretary lloyd,4,0,defense | defense secretary | lloyd | secretary | secretary lloyd,lloyd | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
defense secretary lloyd,secretary lloyd austin,4,0,defense | defense secretary | lloyd | secretary | secretary lloyd,austin | lloyd | lloyd austin | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
federal rule,new federal rule,4,0,federal | federal rule | rule,federal | federal rule | new | new federal | rule,federal rule | federal | rule,3
hochul new,hochul new york,4,0,hochul | hochul new | new,hochul | hochul new | new | new york | york,hochul new | hochul | new,3
hochul new,kathy hochul new,4,0,hochul | hochul new | new,hochul | hochul new | kathy | kathy hochul | new,hochul new | hochul | new,3
hochul new york,kathy hochul new,4,0,hochul | hochul new | new | new york | york,hochul | hochul new | kathy | kathy hochul | new,hochul new | hochul | new,3
holiday shopping,holiday shopping season,4,0,holiday | holiday shopping | shopping,holiday | holiday shopping | season | shopping | shopping season,holiday shopping | holiday | shopping,3
holiday shopping season,shopping season,4,0,holiday | holiday shopping | season | shopping | shopping season,season | shopping | shopping season,shopping season | season | shopping,3
league baseball,major league baseball,4,0,baseball | league | league baseball,baseball | league | league baseball | major | major league,league baseball | baseball | league,3
lloyd austin,secretary lloyd austin,4,0,austin | lloyd | lloyd austin,austin | lloyd | lloyd austin | secretary | secretary lloyd,lloyd austin | austin | lloyd,3
major league,major league baseball,4,0,league | major | major league,baseball | league | league baseball | major | major league,major league | league | major,3
new federal,new federal rule,4,0,federal | new | new federal,federal | federal rule | new | new federal | rule,new federal | federal | new,3
president william,president william ruto,4,0,president | president william | william,president | president william | ruto | william | william ruto,president william | president | william,3
president william ruto,william ruto,4,0,president | president william | ruto | william | william ruto,ruto | william | william ruto,william ruto | ruto | william,3
secretary lloyd,secretary lloyd austin,4,0,lloyd | secretary | secretary lloyd,austin | lloyd | lloyd austin | secretary | secretary lloyd,secretary lloyd | lloyd | secretary,3
street banks,wall street banks,4,0,banks | street | street banks,banks | street | street banks | wall | wall street,street banks | banks | street,3
swimmers tested positive,tested positive powerful,4,0,positive | swimmers | swimmers tested | tested | tested positive,positive | positive powerful | powerful | tested | tested positive,tested positive | positive | tested,3
wall street,wall street banks,4,0,street | wall | wall street,banks | street | street banks | wall | wall street,wall street | street | wall,3
23 chinese,23 chinese swimmers,3,0,23 | 23 chinese | chinese,23 | 23 chinese | chinese | chinese swimmers | swimmers,23 chinese | 23 | chinese,3
23 chinese swimmers,chinese swimmers,3,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese | chinese swimmers | swimmers,chinese swimmers | chinese | swimmers,3
23 chinese swimmers,chinese swimmers tested,3,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese swimmers | chinese | swimmers,3
analytics firm,data analytics firm,3,0,analytics | analytics firm | firm,analytics | analytics firm | data | data analytics | firm,analytics firm | analytics | firm,3
bill hwang,founder bill hwang,3,0,bill | bill hwang | hwang,bill | bill hwang | founder | founder bill | hwang,bill hwang | bill | hwang,3
card late,credit card late,3,0,card | card late | late,card | card late | credit | credit card | late,card late | card | late,3
credit card,credit card late,3,0,card | credit | credit card,card | card late | credit | credit card | late,credit card | card | credit,3
data analytics,data analytics firm,3,0,analytics | data | data analytics,analytics | analytics firm | data | data analytics | firm,data analytics | analytics | data,3
drove vehicle,drove vehicle crowd,3,0,drove | drove vehicle | vehicle,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove vehicle | drove | vehicle,3
drove vehicle,man drove vehicle,3,0,drove | drove vehicle | vehicle,drove | drove vehicle | man | man drove | vehicle,drove vehicle | drove | vehicle,3
drove vehicle crowd,man drove vehicle,3,0,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove | drove vehicle | man | man drove | vehicle,drove vehicle | drove | vehicle,3
drove vehicle crowd,vehicle crowd,3,0,crowd | drove | drove vehicle | vehicle | vehicle crowd,crowd | vehicle | vehicle crowd,vehicle crowd | crowd | vehicle,3
entertainment concert,nation entertainment concert,3,0,concert | entertainment | entertainment concert,concert | entertainment | entertainment concert | nation | nation entertainment,entertainment concert | concert | entertainment,3
live nation,live nation entertainment,3,0,live | live nation | nation,entertainment | live | live nation | nation | nation entertainment,live nation | live | nation,3
live nation entertainment,nation entertainment,3,0,entertainment | live | live nation | nation | nation entertainment,entertainment | nation | nation entertainment,nation entertainment | entertainment | nation,3
live nation entertainment,nation entertainment concert,3,0,entertainment | live | live nation | nation | nation entertainment,concert | entertainment | entertainment concert | nation | nation entertainment,nation entertainment | entertainment | nation,3
losses wall,losses wall street,3,0,losses | losses wall | wall,losses | losses wall | street | wall | wall street,losses wall | losses | wall,3
losses wall street,wall street,3,0,losses | losses wall | street | wall | wall street,street | wall | wall street,wall street | street | wall,3
losses wall street,wall street banks,3,0,losses | losses wall | street | wall | wall street,banks | street | street banks | wall | wall street,wall street | street | wall,3
man drove,man drove vehicle,3,0,drove | man | man drove,drove | drove vehicle | man | man drove | vehicle,man drove | drove | man,3
nation entertainment,nation entertainment concert,3,0,entertainment | nation | nation entertainment,concert | entertainment | entertainment concert | nation | nation entertainment,nation entertainment | entertainment | nation,3
olympics opening,olympics opening ceremony,3,0,olympics | olympics opening | opening,ceremony | olympics | olympics opening | opening | opening ceremony,olympics opening | olympics | opening,3
olympics opening ceremony,opening ceremony,3,0,ceremony | olympics | olympics opening | opening | opening ceremony,ceremony | opening | opening ceremony,opening ceremony | ceremony | opening,3
positive tests,positive tests banned,3,0,positive | positive tests | tests,banned | positive | positive tests | tests | tests banned,positive tests | positive | tests,3
positive tests banned,tests banned,3,0,banned | positive | positive tests | tests | tests banned,banned | tests | tests banned,tests banned | banned | tests,3
10 billion,10 billion losses,2,0,10 | 10 billion | billion,10 | 10 billion | billion | billion losses | losses,10 billion | 10 | billion,3
10 billion,10 billion year,2,0,10 | 10 billion | billion,10 | 10 billion | billion | billion year | year,10 billion | 10 | billion,3
10 billion,households 10 billion,2,0,10 | 10 billion | billion,10 | 10 billion | billion | households | households 10,10 billion | 10 | billion,3
10 billion,roughly 10 billion,2,0,10 | 10 billion | billion,10 | 10 billion | billion | roughly | roughly 10,10 billion | 10 | billion,3
10 billion losses,billion losses,2,0,10 | 10 billion | billion | billion losses | losses,billion | billion losses | losses,billion losses | billion | losses,3
10 billion losses,roughly 10 billion,2,0,10 | 10 billion | billion | billion losses | losses,10 | 10 billion | billion | roughly | roughly 10,10 billion | 10 | billion,3
10 billion year,billion year,2,0,10 | 10 billion | billion | billion year | year,billion | billion year | year,billion year | billion | year,3
10 billion year,households 10 billion,2,0,10 | 10 billion | billion | billion year | year,10 | 10 billion | billion | households | households 10,10 billion | 10 | billion,3
archegos capital,collapse archegos capital,2,0,archegos | archegos capital | capital,archegos | archegos capital | capital | collapse | collapse archegos,archegos capital | archegos | capital,3
archegos capital management,collapse archegos capital,2,0,archegos | archegos capital | capital | capital management | management,archegos | archegos capital | capital | collapse | collapse archegos,archegos capital | archegos | capital,3
banned substance,powerful banned substance,2,0,banned | banned substance | substance,banned | banned substance | powerful | powerful banned | substance,banned substance | banned | substance,3
black men,older black men,2,0,black | black men | men,black | black men | men | older | older black,black men | black | men,3
collapse archegos,collapse archegos capital,2,0,archegos | collapse | collapse archegos,archegos | archegos capital | capital | collapse | collapse archegos,collapse archegos | archegos | collapse,3
costs millions people,millions people,2,0,costs | costs millions | millions | millions people | people,millions | millions people | people,millions people | millions | people,3
costs millions people,millions people employers,2,0,costs | costs millions | millions | millions people | people,employers | millions | millions people | people | people employers,millions people | millions | people,3
could save,could save merchants,2,0,could | could save | save,could | could save | merchants | save | save merchants,could save | could | save,3
could save merchants,save merchants,2,0,could | could save | merchants | save | save merchants,merchants | save | save merchants,save merchants | merchants | save,3
cut interest rates,cutting interest rates,2,0,cut | cut interest | interest | interest rates | rates,cutting | cutting interest | interest | interest rates | rates,interest rates | interest | rates,3
cut interest rates,lower interest rates,2,0,cut | cut interest | interest | interest rates | rates,interest | interest rates | lower | lower interest | rates,interest rates | interest | rates,3
drug administration,food drug administration,2,0,administration | drug | drug administration,administration | drug | drug administration | food | food drug,drug administration | administration | drug,3
employers government,people employers government,2,0,employers | employers government | government,employers | employers government | government | people | people employers,employers government | employers | government,3
far right national,far right party,2,0,far | far right | national | right | right national,far | far right | party | right | right party,far right | far | right,3
food drug,food drug administration,2,0,drug | food | food drug,administration | drug | drug administration | food | food drug,food drug | drug | food,3
households 10,households 10 billion,2,0,10 | households | households 10,10 | 10 billion | billion | households | households 10,households 10 | 10 | households,3
managers driving,managers driving drug,2,0,driving | managers | managers driving,driving | driving drug | drug | managers | managers driving,managers driving | driving | managers,3
millions people,millions people employers,2,0,millions | millions people | people,employers | millions | millions people | people | people employers,millions people | millions | people,3
millions people employers,people employers government,2,0,employers | millions | millions people | people | people employers,employers | employers government | government | people | people employers,people employers | employers | people,3
new york city,new york times,2,0,city | new | new york | york | york city,new | new york | times | york | york times,new york | new | york,3
older black,older black men,2,0,black | older | older black,black | black men | men | older | older black,older black | black | older,3
positive powerful,positive powerful banned,2,0,positive | positive powerful | powerful,banned | positive | positive powerful | powerful | powerful banned,positive powerful | positive | powerful,3
positive powerful,tested positive powerful,2,0,positive | positive powerful | powerful,positive | positive powerful | powerful | tested | tested positive,positive powerful | positive | powerful,3
positive powerful banned,powerful banned,2,0,banned | positive | positive powerful | powerful | powerful banned,banned | powerful | powerful banned,powerful banned | banned | powerful,3
positive powerful banned,powerful banned substance,2,0,banned | positive | positive powerful | powerful | powerful banned,banned | banned substance | powerful | powerful banned | substance,powerful banned | banned | powerful,3
positive powerful banned,tested positive powerful,2,0,banned | positive | positive powerful | powerful | powerful banned,positive | positive powerful | powerful | tested | tested positive,positive powerful | positive | powerful,3
powerful banned,powerful banned substance,2,0,banned | powerful | powerful banned,banned | banned substance | powerful | powerful banned | substance,powerful banned | banned | powerful,3
roughly 10,roughly 10 billion,2,0,10 | roughly | roughly 10,10 | 10 billion | billion | roughly | roughly 10,roughly 10 | 10 | roughly,3
rule would,rule would cap,2,0,rule | rule would | would,cap | rule | rule would | would | would cap,rule would | rule | would,3
rule would cap,would cap,2,0,cap | rule | rule would | would | would cap,cap | would | would cap,would cap | cap | would,3
credit cards,using credit cards,1,0,cards | credit | credit cards,cards | credit | credit cards | using | using credit,credit cards | cards | credit,3
cutting interest rates,lower interest rates,1,0,cutting | cutting interest | interest | interest rates | rates,interest | interest rates | lower | lower interest | rates,interest rates | interest | rates,3
hochul new york,new york city,1,0,hochul | hochul new | new | new york | york,city | new | new york | york | york city,new york | new | york,3
tested positive banned,tested positive powerful,1,0,banned | positive | positive banned | tested | tested positive,positive | positive powerful | powerful | tested | tested positive,tested positive | positive | tested,3
using credit,using credit cards,1,0,credit | using | using credit,cards | credit | credit cards | using | using credit,using credit | credit | using,3
west african country,west african nation,1,0,african | african country | country | west | west african,african | african nation | nation | west | west african,west african | african | west,3
gaza war,war gaza,13,0,gaza | gaza war | war,gaza | war | war gaza,gaza | war,2
justin trudeau trudeau,trudeau trudeau,11,0,justin | justin trudeau | trudeau | trudeau trudeau,trudeau | trudeau trudeau,trudeau trudeau | trudeau,2
mean year,year might mean,9,0,mean | mean year | year,mean | might | might mean | year | year might,mean | year,2
mean year ahead,year might mean,9,0,ahead | mean | mean year | year | year ahead,mean | might | might mean | year | year might,mean | year,2
might mean year,moments year might,9,0,mean | mean year | might | might mean | year,might | moments | moments year | year | year might,might | year,2
might mean year,year might,9,0,mean | mean year | might | might mean | year,might | year | year might,might | year,2
series called turning,turning points series,9,0,called | called turning | series | series called | turning,points | points series | series | turning | turning points,series | turning,2
cut interest rates,cut rates,6,0,cut | cut interest | interest | interest rates | rates,cut | cut rates | rates,cut | rates,2
justin trudeau trudeau,trudeau trudeau canada,5,0,justin | justin trudeau | trudeau | trudeau trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau trudeau | trudeau,2
trudeau trudeau,trudeau trudeau canada,5,0,trudeau | trudeau trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau trudeau | trudeau,2
new federal rule,new rule,2,0,federal | federal rule | new | new federal | rule,new | new rule | rule,new | rule,2
23 chinese swimmers,23 swimmers,1,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,23 | 23 swimmers | swimmers,23 | swimmers,2
positive banned,positive powerful banned,1,0,banned | positive | positive banned,banned | positive | positive powerful | powerful | powerful banned,banned | positive,2
positive banned drug,positive powerful banned,1,0,banned | banned drug | drug | positive | positive banned,banned | positive | positive powerful | powerful | powerful banned,banned | positive,2
positive powerful banned,tested positive banned,1,0,banned | positive | positive powerful | powerful | powerful banned,banned | positive | positive banned | tested | tested positive,banned | positive,2
benjamin netanyahu,netanyahu netanyahu,501,0,benjamin | benjamin netanyahu | netanyahu,netanyahu | netanyahu netanyahu,netanyahu,1
donald trump,trump trump,311,0,donald | donald trump | trump,trump | trump trump,trump,1
harris harris,kamala harris,282,0,harris | harris harris,harris | kamala | kamala harris,harris,1
volodymyr zelensky,zelensky putin,217,0,volodymyr | volodymyr zelensky | zelensky,putin | zelensky | zelensky putin,zelensky,1
vladimir putin,zelensky putin,161,0,putin | vladimir | vladimir putin,putin | zelensky | zelensky putin,putin,1
donald trump,mr trump,99,0,donald | donald trump | trump,mr | mr trump | trump,trump,1
antony blinken,blinken blinken,84,0,antony | antony blinken | blinken,blinken | blinken blinken,blinken,1
israeli military,military said,80,0,israeli | israeli military | military,military,military,1
israeli military said,military said,73,0,israeli | israeli military | military,military,military,1
adams adams,eric adams,64,0,adams | adams adams,adams | eric | eric adams,adams,1
wall street,wall wall,63,0,street | wall | wall street,wall | wall wall,wall,1
donald trump,trump administration,58,0,donald | donald trump | trump,administration | trump | trump administration,trump,1
donald trump,trump said,57,0,donald | donald trump | trump,trump,trump,1
donald trump,trump trump,52,0,donald | donald trump | trump,trump | trump trump,trump,1
nicolás maduro,president nicolás,32,0,maduro | nicol | nicol maduro,nicol | president | president nicol,nicol,1
donald trump,mr trump,31,0,donald | donald trump | trump,mr | mr trump | trump,trump,1
donald trump,trump tariffs,30,0,donald | donald trump | trump,tariffs | trump | trump tariffs,trump,1
israel war,war gaza,28,0,israel | israel war | war,gaza | war | war gaza,war,1
modi india,narendra modi,25,0,india | modi | modi india,modi | narendra | narendra modi,modi,1
officials said,officials say,25,0,officials,officials,officials,1
harris harris,kamala harris,24,0,harris | harris harris,harris | kamala | kamala harris,harris,1
chinese swimmers,swimmers tested positive,23,0,chinese | chinese swimmers | swimmers,positive | swimmers | swimmers tested | tested | tested positive,swimmers,1
israeli forces,israeli military,23,0,forces | israeli | israeli forces,israeli | israeli military | military,israeli,1
russia war,war ukraine,23,0,russia | russia war | war,ukraine | war | war ukraine,war,1
cut interest rates,interest rate cuts,22,0,cut | cut interest | interest | interest rates | rates,cuts | interest | interest rate | rate | rate cuts,interest,1
donald trump,trump trump,22,0,donald | donald trump | trump,trump | trump trump,trump,1
israel military,israeli military,22,0,israel | israel military | military,israeli | israeli military | military,military,1
israel military,military said,22,0,israel | israel military | military,military,military,1
israeli officials,officials said,21,0,israeli | israeli officials | officials,officials,officials,1
wall street journal,wall wall,21,0,journal | street | street journal | wall | wall street,wall | wall wall,wall,1
chair federal reserve,jerome powell chair,20,0,chair | chair federal | federal | federal reserve | reserve,chair | jerome | jerome powell | powell | powell chair,chair,1
chair federal reserve,powell chair,20,0,chair | chair federal | federal | federal reserve | reserve,chair | powell | powell chair,chair,1
donald trump said,trump said,20,0,donald | donald trump | trump,trump,trump,1
new orleans,new year,19,0,new | new orleans | orleans,new | new year | year,new,1
north korea,north korean,19,0,korea | north | north korea,korean | north | north korean,north,1
gaza strip,war gaza,18,0,gaza | gaza strip | strip,gaza | war | war gaza,gaza,1
interest rate cuts,interest rates,18,0,cuts | interest | interest rate | rate | rate cuts,interest | interest rates | rates,interest,1
positive banned,swimmers tested positive,18,0,banned | positive | positive banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
positive banned drug,swimmers tested positive,18,0,banned | banned drug | drug | positive | positive banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
united nations,united states,17,0,nations | united | united nations,states | united | united states,united,1
chair federal reserve,fed chair,16,0,chair | chair federal | federal | federal reserve | reserve,chair | fed | fed chair,chair,1
climate change,fight climate,16,0,change | climate | climate change,climate | fight | fight climate,climate,1
gaza strip,northern gaza,16,0,gaza | gaza strip | strip,gaza | northern | northern gaza,gaza,1
israeli military,israeli strike,16,0,israeli | israeli military | military,israeli | israeli strike | strike,israeli,1
abortion rights,right abortion,15,0,abortion | abortion rights | rights,abortion | right | right abortion,abortion,1
donald trump,trump administration,15,0,donald | donald trump | trump,administration | trump | trump administration,trump,1
gaza city,southern gaza,15,0,city | gaza | gaza city,gaza | southern | southern gaza,gaza,1
aid ukraine,ukraine israel,14,0,aid | aid ukraine | ukraine,israel | ukraine | ukraine israel,ukraine,1
cut interest rates,rate cut,14,0,cut | cut interest | interest | interest rates | rates,cut | rate | rate cut,cut,1
north korea,south korea,14,0,korea | north | north korea,korea | south | south korea,korea,1
donald trump,trump tariffs,13,0,donald | donald trump | trump,tariffs | trump | trump tariffs,trump,1
elite chinese swimmers,swimmers tested positive,13,0,chinese | chinese swimmers | elite | elite chinese | swimmers,positive | swimmers | swimmers tested | tested | tested positive,swimmers,1
israeli military,killed israeli,13,0,israeli | israeli military | military,israeli | killed | killed israeli,israeli,1
israeli officials,officials say,13,0,israeli | israeli officials | officials,officials,officials,1
aid package,aid ukraine,12,0,aid | aid package | package,aid | aid ukraine | ukraine,aid,1
cut rates,interest rates,12,0,cut | cut rates | rates,interest | interest rates | rates,rates,1
end war,war ukraine,12,0,end | end war | war,ukraine | war | war ukraine,war,1
hochul new,kathy hochul,12,0,hochul | hochul new | new,hochul | kathy | kathy hochul,hochul,1
hochul new york,kathy hochul,12,0,hochul | hochul new | new | new york | york,hochul | kathy | kathy hochul,hochul,1
israel hamas,war israel,12,0,hamas | israel | israel hamas,israel | war | war israel,israel,1
mr trump,trump trump,12,0,mr | mr trump | trump,trump | trump trump,trump,1
officials said,ukrainian officials,12,0,officials,officials | ukrainian | ukrainian officials,officials,1
paperbacks read,read week,12,0,paperbacks | paperbacks read | read,read | read week | week,read,1
president biden,vice president,12,0,biden | president | president biden,president | vice | vice president,president,1
united automobile workers,workers union,12,0,automobile | automobile workers | united | united automobile | workers,union | workers | workers union,workers,1
abortion bans,abortion rights,11,0,abortion | abortion bans | bans,abortion | abortion rights | rights,abortion,1
chinese swimmers,elite chinese,11,0,chinese | chinese swimmers | swimmers,chinese | elite | elite chinese,chinese,1
